title,score,synopsis,genres,episodes,characters
Avenger,75,Muy recomendado: ritmo sólido y personajes entrañables (75.0).,"Action, Mecha, Romance, Sci-Fi",2.48,"Alexander Howell, Kagami Mikage, Chidori Kuruma, Tooya, Shiso Mikagi, Kyu Oda, Miori Sahara, Yuuhi Aogiri, Aki Mikage, Ceres, Aya Mikage, Suzumi Aogiri, Wei Fei Li, Gladys Smithson, Shuro Tsukasa"
Kidou Butouden G Gundam,64,Gran equilibrio entre acción y desarrollo de personajes (64.0).,"Adventure, Comedy, Fantasy, Psychological",12.84,"Ume, Eiko Magami, Shiko Kotobuki, Biko Daitokuji, Captain Napolipolita, Mari, D, Asa, Ine, Ayumi Azuchi, Apple-tai no Pilot"
Black Cat,70,Historia atrapante y bien ejecutada. Repetiría sin dudar (70.0).,"Action, Drama, Mecha, Psychological, Sci-Fi",11.68,"Alexander Howell, Kagami Mikage, Chidori Kuruma, Tooya, Shiso Mikagi, Kyu Oda, Miori Sahara, Yuuhi Aogiri, Aki Mikage, Ceres, Aya Mikage, Suzumi Aogiri, Wei Fei Li, Gladys Smithson, Shuro Tsukasa"
Ai Yori Aoshi,72,Historia atrapante y bien ejecutada. Repetiría sin dudar (72.0).,"Action, Comedy, Fantasy, Mecha, Sci-Fi",52.91,"Ayame, Jack Winslow, Valgas, Rouge, Edward Fokker, Wang-Tang, Ryouma, Apollis, Gunrock, Kraken, Galuda, Di Gi Charat, Pride Fokker, Jane Fokker, Kikunojou, Narrator"
Appleseed (Movie),59,Gran equilibrio entre acción y desarrollo de personajes (59.0).,"Action, Adventure, Fantasy",24.12,"Opacho, Anna Kyouyama, Ching Tao, Amidamaru, Chrysler, Hao Asakura, Lily, Iron Maiden Jeanne, Boris Tepes Dracula, Horohoro, Mic, Zang-Ching Hang, Pirica Usui, Meene Montgomery, Pino Graham, Tamao Tamamura, Kororo, Ren Tao, Pai-Long Lee, Silva, Kalim, Tokagero, Youmei Asakura, Keiko Asakura, Johann Faust VIII"
R.O.D -READ OR DIE-,67,Sorprendente de principio a fin; superó mis expectativas (67.0).,"Drama, Mecha, Sci-Fi",1.43,"Tomohisa Harada, Mugiyama Sayoki, Manon Asakura, Kenichi Kurokawa, Sakura Sakurada, Mikura Suzuki, Asami Igarashi, Kazuto, Aya, Tanishi, Mao, Baba, Akudou, Aiko Hasegawa, Hosokawa, Kira, Leon, Hiroshi Otokawa, Misaki"
Juuni Kokuki,68,Excelente experiencia; animación y banda sonora destacadas (68.0).,"Action, Drama, Fantasy, Romance",26.07,"Masamichi Fujisawa, Katsuhiko Jinnai, Rune Venus, Ifurita, Alielle Relrye, Fatora Venus, Miz Mishtal, Makoto Mizuhara, Nanami Jinnai, Diva, Shayla Shayla, Afura Mann, Gareth, Bugromu, Nahato, Uura, Kiraiya"
Initial D,80,Historia atrapante y bien ejecutada. Repetiría sin dudar (80.0).,"Action, Adventure, Comedy, Fantasy",1.0,"Loran Cehack, Keith Laijie, Gym Ghingham, Taruka, Fran Doll, Muron Muron, Phil Ackman, Yanny Oviess, Gavane Goonny, Harry Ord, Teteth Halleh, Kihel Heim, Dianna Soreil, Sochie Heim, Cancer Kafka, Agrippa Maintainer, Merrybell Gadget, Bruno, Sid Munzer, Lily Borjarno, Joseph Yaht, Guin Sard Rhineford, Corin Nander, Jacop, Michael Gern"
HUNTER×HUNTER OVA,69,Muy recomendado: ritmo sólido y personajes entrañables (69.0).,"Comedy, Ecchi, Romance, Slice of Life",25.01,"Kou  Uraki, South Burning, Alpha A. Bate, Eiphar Synapse, Nina Purpleton, Chap Adel, Aiguille Delaz, Bernard Monsha, Chuck Keith, Anavel Gato, Cima Garahau, Bask Om, Mora Boscht, Haman Karn, Jamitov Hymen"
Tokimeki Fushigi Diary★Ultra Maniac,61,Gran equilibrio entre acción y desarrollo de personajes (61.0).,Romance,13.77,"Tsubasa Shiina, Miyuki Sakurai, Kou Kazamatsuri, Shigeki Satou, Katsurou Shibusawa, Yuki Kojima, Akira Saionji, Daichi Fuwa, Tatsuya Mizuno, Seiji Fujishiro, Teppei Koiwa, Soujuu Matsushita, Takashi Narumi, Shigeru Mamiya, Yuuto Wakana, Taki Sugihara, Naoki Inoue, Ryouichi Tenjou, Souichirou Kirihara, Shou Kazamatsuri, Kazuma Sanada, Eishi Kaku, Masato Takai, Masaki Kurogawa, Tougo Amemiya"
Ijigen no Sekai El Hazard,77,Historia atrapante y bien ejecutada. Repetiría sin dudar (77.0).,"Action, Comedy, Hentai, Sci-Fi",64.3,"Mizuki Agatsuma, Tomokazu Mikuri, Neneko, Nanase Senjou, Kuyou Senjou, Mister Ishikari, Mone, Neito, Head of the Family, Tomoko Mikuri"
Kamikaze Kaitou Jeanne,82,Excelente experiencia; animación y banda sonora destacadas (82.0).,"Adventure, Fantasy, Supernatural",1.0,"Kiyota Nobunaga, Yohei Mito, Toki Kuwata, Kazuo Araki, Haruko Akagi, Mitsuru Nagano, Kentarou Ishii, Tetsushi Shiozaki, Soichiro Jin, Yuji Ookusu, Ryoji Ikegami, Kaede Rukawa, Hanamichi Sakuragi, Yasuharu Yasuda, Hikoichi Aida, Hisashi Mitsui, Kiminobu Kogure, Kouichirou Nangou, Youko Shimamura, Akira Sendou, Norio Hotta, Moichi Taoka, Kicchou Fukuda, Teruo Ookawa, Hiroshi Morishige"
Maria-sama ga Miteru,61,Gran equilibrio entre acción y desarrollo de personajes (61.0).,"Comedy, Romance, Supernatural",23.88,"Kyou Souma, Kagura Souma, Hatori Souma, Tooru Honda, Mitsuru, Kisa Souma, Yuki Souma, Motoko Minagawa, Shigure Souma, Ritsu Souma, Hatsuharu Souma, Momiji Souma, Ayame Souma, Akito Souma, Hiro Souma, Megumi Hanajima, Kazuma Souma, Saki Hanajima, Kyouko Honda, Arisa Uotani, Mine Kuramae, Kana Souma, Momo Souma, Minami Kinoshita, Rika Aida"
Yumeria,77,Historia atrapante y bien ejecutada. Repetiría sin dudar (77.0).,"Drama, Romance, Slice of Life",26.95,"Gon Freecss, Hisoka Morow, Wing, Abengane, Ging Freecss, Genthru, Franklin Bordeaux, Nickes, Senritsu, Eeta, Biscuit Krueger, Kortopi, Killua Zoldyck, Kurapika, Kozufutoro, Shalnark Ryuseih, Feitan Portor, Shizuku Murasaki, Leorio Paradinight, Phinks Magcub, Milluki Zoldyck, Machi Komacine, Tsezguerra, Battera, Puhat"
Lodoss-tou Senki: Eiyuu Kishi Den,65,Historia atrapante y bien ejecutada. Repetiría sin dudar (65.0).,"Action, Drama, Mecha, Psychological, Sci-Fi",23.89,"Shiro Amada, Aina Sahalin, Karen Joshua, Eledore Massis, Michel Ninorich, Terry Sanders Jr., Ginias Sahalin, Norris Packard, Kiki Rosita, Yuri Kellarny, Bjorn Abust, Baresto Rosita, Dell, Chibi, Maria, Hige, Barry, Arth, Jidan Nickard, Mike, Rob, Kojima, Ethan Ryer, Cynthia, Noppo"
Hachimitsu to Clover,68,Historia atrapante y bien ejecutada. Repetiría sin dudar (68.0).,"Action, Adventure, Comedy, Drama, Sci-Fi",25.04,"Spike Spiegel, Ein, Faye Valentine, Rhint Celonias, Vicious, Stella Bonnaro, MPU, Coffee, Appledelhi Siniz Hesap Lütfen, Andy Von de Oniyate, Judy, Shin, Roco Bonnaro, Grencia Mars Elijah Guo Eckener, Julia, Wen, Tongpu, Jet Black, Edward Wong Hau Pepelu Tivrusky IV, Bull, Fad, Meifa Puzi, Abdul Hakim, Dr. Londez, Miles"
Appleseed (Movie),77,Excelente experiencia; animación y banda sonora destacadas (77.0).,"Comedy, Slice of Life",27.01,"Kouji, Chichiri, Keisuke Yuuki, Yui Hongo, Mitsukake, Tokaki, Amiboshi, Suboshi, Chiriko, Tasuki, Soi, Tetsuya Kajiwara, Tamahome, Subaru, Tomo, Hotohori, Emthatt Chen, Nuriko, Shouka, Miaka Yuuki, Tama, Nakago, Miboshi, Chamka Tan, Ashitare"
AIR,60,Muy recomendado: ritmo sólido y personajes entrañables (60.0).,"Comedy, Drama, Romance, Slice of Life, Supernatural",3.36,"Shiki Tohno, Ciel, Akiha Tohno, Arihiko Inui, Arcueid Brunestud, Kohaku, Michael Valdamjong, Hisui, Satsuki Yumizuka, Nrvnqsr Chaos, Aoko Aozaki, Kouma Kishima, Keiko Arima, SHIKI Tohno, Makihisa Tohno"
Hachimitsu to Clover,71,Sorprendente de principio a fin; superó mis expectativas (71.0).,"Action, Mecha, Romance, Sci-Fi",25.96,"Elsa de Sica, Enzo, Claes, Angelica, Jose Croce, Hilshire, Henrietta, Rico, Bellhop, Pietro Fermi, Raballo, Jean Croce, Triela, Priscilla, Mario Bossi, Marco Tongi, Caterina, Patricia, Lauro, Elenora Gabrielli, Amadeo, Enrico Beldini"
Tokimeki Fushigi Diary★Ultra Maniac,62,Muy recomendado: ritmo sólido y personajes entrañables (62.0).,"Drama, Romance, Slice of Life, Supernatural",11.8,"Gon Freecss, Hisoka Morow, Bara, Goreinu, Abengane, Ging Freecss, Sub, Genthru, Franklin Bordeaux, Bopobo, Nickes, List, Elena, Biscuit Krueger, Razor, Killua Zoldyck, Kurapika, Shalnark Ryuseih, Kazsule, Feitan Portor, Kess, Shizuku Murasaki, Kalluto Zoldyck, Phinks Magcub, Onnanoko"
Ou Dorobou JING,58,Excelente experiencia; animación y banda sonora destacadas (58.0).,Comedy,26.58,"Kissu, Zenon, Beet, Poala, Beltoze, Milfa, Grunide, Slade"
Gate Keepers 21,66,Gran equilibrio entre acción y desarrollo de personajes (66.0).,"Action, Adventure, Sci-Fi",2.71,"Ume, Eiko Magami, Shiko Kotobuki, Biko Daitokuji, Captain Napolipolita, Mari, D, Asa, Ine, Ayumi Azuchi, Apple-tai no Pilot"
Re: Cutie Honey,60,Muy recomendado: ritmo sólido y personajes entrañables (60.0).,"Adventure, Fantasy, Hentai",26.61,"Suigintou, Souseiseki, Shirosaki, Shinku, Jun Sakurada, Suiseiseki, Hina Ichigo, Kanaria, Barasuishou, Enju, Megu Kakizaki, Tomoe Kashiwaba, Matsu Shibasaki, Motoharu Shibasaki, Nori Sakurada, Detective Kun-Kun, Laplace no Ma, Mitsu Kusabue, Father Rozen"
RahXephon,64,Gran equilibrio entre acción y desarrollo de personajes (64.0).,"Action, Comedy, Drama, Fantasy, Mecha, Romance",26.29,"Alfred Izuruha, Christina Mackenzie, Bernard Wiseman, Killing, Charlie, Dorothy, Gabriel Ramirez Garcia, Hardy Steiner, Michiko Izuruha, Ems Izuruha, Mikhail Kaminsky, Chris no Chichi, Chris no Haha, Dick Lumnba, Stuart, Lugenth, von Helsing, Chay, Telcott, Andy, Shirei-kan, Operator, Sensei, Kensa-kan, Keikan"
Yakitate!! Japan,79,Gran equilibrio entre acción y desarrollo de personajes (79.0).,"Action, Comedy, Drama, Fantasy, Mahou Shoujo",24.13,"Nia, Thanast Useim Ruki Miu Sia Nostal Ren Naguregyug, Mitsuka Yoshimine, Neneko Izumi, Hikorou Oikawa, Ren Ren Ren Nagusaran Rensia Ruroonren Nakora, Hirofumi Nonaka, Khi, Eiko, Xaki, Rubi, Takeya Ikuhara, China, B-Ko, Natsuki Ikuhara, Mr. Oihiko, Mrs Oihiko, Harumi Ikuhara, Uncle, Class President, Uchimura, No.2, No.3"
Love Hina Again,76,Gran equilibrio entre acción y desarrollo de personajes (76.0).,"Hentai, Horror, Mystery",24.08,"Shuusuke Fuji, Hajime Mizuki, Takahisa Kajimoto, Gakuto Mukahi, Kachirou Katou, Bunta Marui, Youhei Tanaka, Jirou Akutagawa, Ryoma Echizen, Eiji Kikumaru, Ryou Kisarazu, Choutarou Ohtori, Keigo Atobe, Kiyosumi Sengoku, Sakuno Ryuuzaki, Akira Kamio, Takeshi Momoshiro, Yuushi Oshitari, Ichiuma Kita, Kunimitsu Tezuka, Akaya Kirihara, Tarou Sakaki, Jackal Kuwahara, Kyousuke Uchimura, Jin Akutsu"
Gate Keepers,62,Excelente experiencia; animación y banda sonora destacadas (62.0).,"Comedy, Romance",2.91,"Momomi Momoi, Hirooka, Tomohisa Harada, Mikura Suzuki, Momokitchi Momoi, Kenichi Kurokawa"
Hagane no Renkinjutsushi,66,Muy recomendado: ritmo sólido y personajes entrañables (66.0).,"Action, Mecha, Sci-Fi",26.56,"Rentarou Futaba, Kaoruko Ichijou, Lala Hinagiku, Lulu Hinagiku, Sumireko Ichijou, Souju Shirogane, Koi Chigusa, Sara Shirogane, Ui Chigusa, Ai Momoi, Ikafire, Nishimori Hariyama, Kira Sakurazuki, Yura Sakurazuki, Mai Momoi"
Futakoi,66,Sorprendente de principio a fin; superó mis expectativas (66.0).,"Adventure, Comedy, Fantasy",73.54,Kei Ogata
Ring ni Kakero 1,71,Excelente experiencia; animación y banda sonora destacadas (71.0).,"Comedy, Drama, Romance",48.13,"Mineva Zabi, Judau Ashta, Kamille Bidan, Mashymre Cello, Lunan, Yazan Gable, Haman Karn, Iino Abbav, Roux Louka, Bright Noa, Elpeo Ple, Ple Two, Leina Ashta, Sayla Mass, Hayato Kobayashi, Glemy Toto, Elle Vianno, Rakan Dahkaran, Gottn Goh, August Gidan, Haro, Fa Yuiry, Arius Moma, Emary Ounce, Chara Soon"
Initial D THIRD STAGE,68,Sorprendente de principio a fin; superó mis expectativas (68.0).,"Action, Drama, Mecha, Romance, Sci-Fi",13.33,"Makoto Shishio, Touma Sakaki, Kamatari Honjou, Shougo Amakusa, Yumi Komagata, Yahiko Myojin, Sanosuke Sagara, Tsubaki, Yutarou Tsukayama, Tae Sekihara, Tsubame Sanjou, Kenshin Himura, Arundo Akamatsu, Jinei Udoh, Megumi Takani, Gasuke, Kanryuu Takeda, Jinpuu, Shirojou, Iwanbou, Soujirou Seta, Hajime Saitou, Daigoro Okuma, Shura, Souzou Sagara"
Tokyo Underground,77,Muy recomendado: ritmo sólido y personajes entrañables (77.0).,Comedy,1.34,"Kiba, Darcia III, Tsume, Fukurou, Darcia I, Leara, Harmona, Jagara, Cheza, Iyek, Toboe, Cher Degre, Quent Yaiden, Hige, Zali, Blue, Rou Ookami, Cole, Hubb Lebowski, Myuu, Neige, Moss, Dakkan-tai Taichou, Bartender, Hebitsukai-onna"
R.O.D -READ OR DIE-,84,Muy recomendado: ritmo sólido y personajes entrañables (84.0).,"Comedy, Slice of Life, Sports",26.26,"Keisuke Takahashi, Natsuki Mogi, Kouichirou Iketani, Takumi Fujiwara, Shingo Shouji, Kenji, Ryousuke Takahashi, Kenta Nakamura, Yuuichi Tachibana, Kyouichi Sudou, Takeshi Nakazato, Wataru Akiyama, Bunta Fujiwara, Itsuki Takeuchi, Papa, Seiji Iwaki, Kazumi Akiyama, Narrator, Masashi Suzuki, Tsukamoto, Hiroshi Fumihiro"
Black Cat,54,Gran equilibrio entre acción y desarrollo de personajes (54.0).,"Action, Horror, Mystery, Romance, Supernatural",2.22,"Meili Zhou, Maoxing Liu, Leien, Feihong Lan, Silang, Xielu"
Kuro no Danshou,75,Sorprendente de principio a fin; superó mis expectativas (75.0).,"Adventure, Comedy, Fantasy",11.83,"Ryosei Furuki, Kyosuke Kanou, Seisuke Kanou, Hiroshi Ichikawa, Kouji Sakai Jefferson, Miki Tsujiwaki, Rodrigo, Yuujirou Kamiyama"
Mononoke-hime,75,Sorprendente de principio a fin; superó mis expectativas (75.0).,"Action, Drama, Mystery, Sci-Fi",24.42,"Lieza Flora Meruno, Kukuru Lill Wight, Elk Kowalapule, Clive, Arc Eda Ricolne, Shu, Poco, Pandit"
SLAM DUNK,71,Gran equilibrio entre acción y desarrollo de personajes (71.0).,"Action, Adventure, Comedy, Ecchi, Sci-Fi",12.98,"Yzak Joule, Yolan Kent, Shinn Asuka, Haro, Murrue Ramius, Athrun Zala, Kira Yamato, Natarle Badgiruel, Stella Loussier, Lacus Clyne, Meer Campbell, Arthur Trine, Yuna Roma Seiran, Bart Heim, Lunamaria Hawke, Malik Yardbirds, Mars Symeon, Sting Oakley, Rey Za Burrel, Rau Le Creuset, Miriallia Haw, Meyrin Hawke, Mu La Flaga, Hilda Harken, Abbey Windsor"
Kidou Senshi Gundam: Gyakushuu no Char,60,Excelente experiencia; animación y banda sonora destacadas (60.0).,"Action, Drama, Sports",23.74,"Keisuke Takahashi, Daiki Ninomiya, Natsuki Mogi, Takumi Fujiwara, Seiji Iwaki, Tomoyuki Tachi, Kouichirou Iketani, Kenji, Kazumi Akiyama, Kyoko Iwase, Ryousuke Takahashi, Toushiya Joushima, Tooru Suetsugu, Kenta Nakamura, Shuichi Matsumoto, Yuuichi Tachibana, Kyouichi Sudou, Sakamoto, Wataru Akiyama, Bunta Fujiwara, Itsuki Takeuchi, Sakai, Kouzou Hoshino, Hiroshi Fumihiro, Nobuhiko Akiyama"
Soukyuu no Fafner,76,Sorprendente de principio a fin; superó mis expectativas (76.0).,"Adventure, Comedy, Fantasy, Sci-Fi",11.83,"Kuroneko, Milly Thompson, Vash the Stampede, Rem Saverem, Zazie the Beast, Marilyn Nebraska, Legato Bluesummers, Nicholas D. Wolfwood, Rai-Dei the Blade, Midvalley the Hornfreak, Kaite, Meryl Stryfe, Brilliant Dynamites Neon, Knives Millions, Monev the Gale, E.G. Mine, Chapel the Evergreen, Descartes, Lina, Mary, Dominique the Cyclops, Hoppered the Gauntlet, Jessica, Leonof the Puppet-Master, Cliff Schezar"
Ring ni Kakero 1,60,Gran equilibrio entre acción y desarrollo de personajes (60.0).,"Action, Drama, Mecha, Sci-Fi",48.08,"Natsuhiko Miroku, Kaoru Ujiie, Toshiki Uryuu, Shunsuke Akutsu, Takeru Teshimine, Kazuki Fuuchoin, Yuuji Takamura, Haruo Ootaki, Madoka Otowa, Kyoji Kagami, Jubei Kakei, Ban Mido, Himiko Kudou, Yamato Kudou, Kuroudo Akabane, Ginji Amano, MakubeX, Clayman, Paul Wang, Haruki Emishi, Yukihiko Miroku, Midori, Sakura Kakei, Hevn, Masaki Kurusu"
Denei Shoujo VIDEO GIRL AI,78,Muy recomendado: ritmo sólido y personajes entrañables (78.0).,"Adventure, Drama, Fantasy",51.07,"Winia Chester, Shannon Casull, Fulle, Gloria, Senes Giat, Carol Casull, Cz, Celia Mauser, Raquel Casull, Galil, Socom, Elfitine, Pacifica Casull, Zephiris, Steyr, Leopold Scorpse, Kidaf Gillot, Doyle Barrett, Christopher Armalite, Eirote Borchard, Yuma Nambu Casull, Forsis, Natalie, Swin, Berkens Tanhoglio"
Kidou Senshi Gundam F91,63,Muy recomendado: ritmo sólido y personajes entrañables (63.0).,"Action, Adventure, Comedy, Ecchi, Sci-Fi",39.27,"Gyunei Guss, Hathaway Noa, Amuro Ray, Nanai Miguel, Rezin Schnyder, Adenaur Paraya, Mirai Yashima, Bright Noa, Char Aznable, Lalah Sune, Quess Paraya, Cameron Bloom, Haro, Kayra Su, Astonaige Medoz, Cheimin Noa, Horst Harness, October Saran, Meran, Christina, Katherine, Lyle, Anna Hanna, Kaises M. Buyer, Chan Agi"
Shin Shirayuki-hime Densetsu Pretear,72,Sorprendente de principio a fin; superó mis expectativas (72.0).,"Adventure, Drama, Mecha, Sci-Fi",23.1,"Sakura Yoshino, Kotori Shirakawa, Mako Mizukoshi, Nemu Asakura, Junichi Asakura, Miharu Amakase, Utamaru, Misaki Sagisawa, Suginami, Koyomi Shirakawa, Moe Mizukoshi, Tomoya Mizukoshi"
Trinity Blood,80,Excelente experiencia; animación y banda sonora destacadas (80.0).,"Action, Adventure, Drama, Mecha, Sci-Fi",23.94,"Ayu Tateishi, Kaji Tetsushi, Hiroki Tsujiai, Nina Sakura"
Initial D THIRD STAGE,65,Gran equilibrio entre acción y desarrollo de personajes (65.0).,"Comedy, Drama, Fantasy, Supernatural",2.77,"Chrno, Aion, Ewan Remington, Joshua Christopher, Mary Magdalene, Rosette Christopher, Koushaku Duffau, Sister Anna, Azmaria Hendric, Florette Harvenheit, Satella Harvenheit, Kate Valentine, Shader, Genai, Edward Hamilton, Shishaku Lerajie, Rizelle, Carv, Narrator"
Wolf's Rain,73,Muy recomendado: ritmo sólido y personajes entrañables (73.0).,"Action, Drama, Sports",11.89,"Former Rosa Gigantea, Shimako Toudou, Mami Yamaguchi, Yamamura-sensei, Rei Hasekura, Miyuki Oyamada, Mifuyu Uzawa, Yumi Fukuzawa, Katsura, Sachiko Ogasawara, Chisato Tanuma, Tomoko, Sei Satou, Eriko Torii, Tsutako Takeshima, Suguru Kashiwagi, Minako Tsukiyama, Youko Mizuno, Yoshino Shimazu, Shiori Kubo, Yuuki Fukuzawa, Shizuka Kanina, Academy Principal, Seiko Kasuga, Sasaki"
Samurai 7,65,Excelente experiencia; animación y banda sonora destacadas (65.0).,"Action, Adventure, Drama, Fantasy",13.21,"Elixir, Izarra Tumbler, Postino, Rose, Mirabelle, Drambuie, Jing, Cidre, Kir, Stir, Angostura, Vodka, Fino Quart, Countess Dubonnet, Cidre's Mother"
Gakuen Alice,63,Excelente experiencia; animación y banda sonora destacadas (63.0).,"Action, Adventure, Drama, Fantasy",23.8,"Gon Freecss, Hisoka Morow, Senritsu, Kortopi, Killua Zoldyck, Illumi Zoldyck, Nobunaga Hazama, Kurapika, Shalnark Ryuseih, Feitan Portor, Chrollo Lucilfer, Pakunoda, Shizuku Murasaki, Franklin Bordeaux, Leorio Paradinight, Phinks Magcub, Squala, Machi Komacine, Neon Nostrade, Milluki Zoldyck, Eliza"
Love Hina,73,Excelente experiencia; animación y banda sonora destacadas (73.0).,"Action, Drama, Sports",24.88,"Alexander Howell, Kagami Mikage, Chidori Kuruma, Tooya, Shiso Mikagi, Kyu Oda, Miori Sahara, Yuuhi Aogiri, Aki Mikage, Ceres, Aya Mikage, Suzumi Aogiri, Wei Fei Li, Gladys Smithson, Shuro Tsukasa"
Hikaru no Go,68,Gran equilibrio entre acción y desarrollo de personajes (68.0).,"Action, Drama, Romance",13.45,"Skuld, Sora Hasegawa, Toshiyuki Aoshima, Belldandy, Keiichi Morisato, Urd, Otaki Aoyama, Megumi Morisato, Toraichi Tamiya, Sayoko Mishima"
R.O.D -THE TV-,65,Sorprendente de principio a fin; superó mis expectativas (65.0).,"Action, Adventure, Comedy, Drama, Romance",13.77,"Kiba, Darcia III, Tsume, Fukurou, Darcia I, Leara, Harmona, Jagara, Cheza, Iyek, Toboe, Cher Degre, Quent Yaiden, Hige, Zali, Blue, Rou Ookami, Cole, Hubb Lebowski, Myuu, Neige, Moss, Dakkan-tai Taichou, Bartender, Hebitsukai-onna"
BLUE GENDER,82,Sorprendente de principio a fin; superó mis expectativas (82.0).,"Comedy, Drama, Hentai, Romance",13.8,"Honey Kisaragi, Scarlet Claw, Natsuko Aki, Shitsuji, Seiji Hayami, Sister Jill, Black Claw, Cobalt Claw, Gold Claw, Destroy Panther, Rinko Terada, Scope Panther, Tokimura, Mikami, Mayumi Takahashi, Mannen Kakarichou, Kyouko Izumiya"
Saiyuuki RELOAD,82,Gran equilibrio entre acción y desarrollo de personajes (82.0).,"Adventure, Fantasy, Supernatural",26.19,"Junpei Oribe, Kaede Domyoji, Kazuya Aoike, Thomas, Rui Hanazawa, Tsukushi Makino, Tsukasa Domyouji, Sojirou Nishikado, Sakurako Sanjo, Tsubaki Domyouji, Akira Mimasaka, Shizuka Todo, Yuuki Matsuoka, Shigeru Okawahara"
Shinpi no Sekai El Hazard (TV),55,Excelente experiencia; animación y banda sonora destacadas (55.0).,"Comedy, Romance, Slice of Life",26.02,"Homura Toushin, Hakkai Cho, Tenpou Gensui, Goku Son, Kougaiji, Gojou Sha, Kenren Taishou, Konzen Douji, Sanzou Genjou, Shien, Lirin, Yaone, Sanzo Koumyou, Zenon, Kanzeon Bosatsu, Ni Jianyi, Chin Yisou, Dokugakuji, Jeep, Nataku Taishi, Gyokumen Koushou, Goujun"
Final Approach,64,Sorprendente de principio a fin; superó mis expectativas (64.0).,"Drama, Mecha, Sci-Fi",52.71,"Subaru Sumeragi, Hokuto Sumeragi, Kamui Shirou, Seiichiro Aoki, Fuuma Monou, Karen Kasumi, Kotori Monou, Satsuki Yatouji, Kakyo Kuzuki, Hinoto, Arashi Kishu, Daisuke Saiki, Kanoe, Nataku, Kusanagi Shiyu, Yuzuriha Nekoi, Sorata Arisugawa, Yuto Kigai, Seishirou Sakurazuka"
Trinity Blood,65,Historia atrapante y bien ejecutada. Repetiría sin dudar (65.0).,"Comedy, Hentai, Romance",24.9,"Zagine Axeloake, Creed Diskenth, Train Heartnet, Beluga Heard, Lib Tyrant, Leon Elliott, Silphy Deacroft, Sven Vollfied, Jenos Hazard, River Zastory, Echidna Parass, Madame Freesia, Charden Flamberg, Rinslet Walker, Saya Minatsuki, Flitt Morris, Kyouko Kirisaki, Ellie, Shiki, Sephiria Arks, Adam, Ling Xiaoli, Belze Rochefort, Baldorias Fanghini, Tearju Lunatique"
Xenosaga: THE ANIMATION,71,Historia atrapante y bien ejecutada. Repetiría sin dudar (71.0).,"Comedy, Slice of Life",1.61,"Gai Daigouji, Tsukumo Shiratori, Genichirou Tsukiomi, Ken Tenku, Yurika Misumaru, Akito Tenkawa, Yukina Shiratori, Ryoko Subaru, Seiya Uribatake, Ruri Hoshino, Nagare Akatsuki, Izumi Maki, Jun Aoi, Goat Hoary, Sadaaki Munetake, Ines Fressange, Haruka Minato, Hikaru Amano, Erina Kinjo Won, Megumi Reinard, Prospector, Joe Umitsubame, Houmei, Jin Fukube, Akira Daichi"
GHOST IN THE SHELL: Koukaku Kidoutai,71,Gran equilibrio entre acción y desarrollo de personajes (71.0).,"Drama, Mecha, Sci-Fi",25.5,"Masataka Takayanagi, Mitsuomi Takayanagi, Masahiro Sanada, Bob Makihara, Souichirou Nagi, Maya Natsume, Aya Natsume, Chiaki Kounoike, Dan Inosato, Bunshichi Tawara, Ishimatsu, Kagesada Sugano, Makiko Nagi, Shin Natsume, Emi Isuzu, Tsutomu Ryuuzaki, Shinobu Kagurazaka, Mana Kuzunoha, Dougen Takayanagi, Wu-Tan, Shiro Tagami, Kaima Natsume, Chiein Fuu, Yoshiki Satou, Furio Suko"
